image	author	title	style	description
./images/695.jpg	ANGELI, Giuseppe	The Immaculate Conception	Oil on canvas	The painting, executed by Giuseppe Angeli, a disciple of Piazzetta, depicts the Virgin, St Anthony Abbot, St Lorenzo Giustiniani, St Augustine and St Bernard of Menton.
./images/697.jpg	ANGELI, Giuseppe	St Roch in Glory	Oil on canvas	In 1754, three canvases (St Roch in Glory, Faith, Charity) were commissioned from Giuseppe Angeli by Antonio Bianchi, the Guardian Grande of the Scuola di San Rocco. They decorate the ceiling of the Chancery.
./images/698.jpg	ANGELI, Giuseppe	Faith	Oil on canvas	In 1754, three canvases (St Roch in Glory, Faith, Charity) were commissioned from Giuseppe Angeli by Antonio Bianchi, the Guardian Grande of the Scuola di San Rocco. They decorate the ceiling of the Chancery.
./images/699.jpg	ANGELI, Giuseppe	Charity	Oil on canvas	In 1754, three canvases (St Roch in Glory, Faith, Charity) were commissioned from Giuseppe Angeli by Antonio Bianchi, the Guardian Grande of the Scuola di San Rocco. They decorate the ceiling of the Chancery.
./images/700.jpg	ANGELICO, Fra	San Domenico Altarpiece	Tempera and gold on panel	The San Domenico Altarpiece at Fiesole represents the Virgin and Child with Sts Thomas Aquinas, Barnabus, Dominic and Peter Martyr. It was modernized by Lorenzo di Credi in 1501.
./images/701.jpg	ANGELICO, Fra	San Domenico Altarpiece (detail)	Tempera and gold on panel	The San Domenico Altarpiece at Fiesole represents the Virgin and Child with Sts Thomas Aquinas, Barnabus, Dominic and Peter Martyr. It was modernized by Lorenzo di Credi in 1501. The picture shows the left side of the altarpiece representing Sts Thomas Aquinas and Barnabus.
./images/702.jpg	ANGELICO, Fra	San Domenico Altarpiece (detail)	Tempera and gold on panel	The San Domenico Altarpiece at Fiesole represents the Virgin and Child with Sts Thomas Aquinas, Barnabus, Dominic and Peter Martyr. It was modernized by Lorenzo di Credi in 1501. The picture shows the right side of the altarpiece representing Sts Dominic and Peter Martyr.
./images/703.jpg	ANGELICO, Fra	San Domenico Altarpiece (detail)	Tempera on wood	This is the centre part of the altarpiece painted for the altar of the church of San Domenico at Fiesole, just outside Florence. Originally a triptych, it was radically altered into a single panel in 1501. In the centre the Virgin and Child enthroned with eight angels is depicted, while on the left part St Thomas of Aquino and St Barnaba, on the right St Dominic and St Peter the Martyr are represented (not seen in this detail). The seven pictures of the predella now are in the National Gallery in London.The eight angels in front, beside, and behind her create the space in which the Virgin sits. The Virgin's gown falls in a restrained manner, her head inclined to one side. The plump cheeks and closely curled hair of Christ and the angels owe much to the manner of Gentile da Fabriano, exponent of the fourteenth-century International Gothic style, who was the dominant painter in Florence during his stay there from 1422 to 1425/6.
./images/705.jpg	ANGELICO, Fra	Predella of the San Domenico Altarpiece	Tempera and gold on panel	The San Domenico Altarpiece at Fiesole adorned the high altar, located in the choir, where the friars sang hymns as they celebrated the Divine Office. Only the friars would have been privileged to view the predella in all its detail, as they knelt before the altarpiece. Nearly 300 miniature angels, Old Testament prophets, New Testament saints and Dominican worthies are identified by their distinctive features, attributes and garments as well as by inscriptions. The figures turn toward the central panel, where the resurrected Christ ascends heavenward among throngs of angels acclaiming his majesty with music and prayer.The predella is now separated from the altarpiece and exhibited in the National Gallery, London.
./images/706.jpg	ANGELICO, Fra	Predella of the San Domenico Altarpiece (detail)	Tempera and gold on panel	This painting is one of the five predella pictures of the San Domenico Altarpiece, all exhibited in the National Gallery in London.
./images/707.jpg	ANGELICO, Fra	St Nicholas of Bari	Tempera on wood	This panel probably was part of the San Domenico di Fiesole Altarpiece, before being modernized by Lorenzo di Credi in 1501.
./images/708.jpg	ANGELICO, Fra	St Michael	Tempera on wood	This panel probably was part of the San Domenico di Fiesole Altarpiece, before being modernized by Lorenzo di Credi in 1501.
./images/709.jpg	ANGELICO, Fra	St Mark	Tempera on wood	This panel probably was part of the San Domenico di Fiesole Altarpiece, before being modernized by Lorenzo di Credi in 1501.
./images/710.jpg	ANGELICO, Fra	St Matthew	Tempera on wood	This panel probably was part of the San Domenico di Fiesole Altarpiece, before being modernized by Lorenzo di Credi in 1501.
./images/711.jpg	ANGELICO, Fra	A Bishop Saint	Tempera and gold on panel	This panel, which probably originally belonged to the San Domenico altarpiece. It is assumed that it represents John Chrysostom (ca. 347-407), one of the early Greek Fathers of the Church, the archbishop of Constantinople.
./images/712.jpg	ANGELICO, Fra	The Annunciation	Tempera on wood	The Annunciation (154 x 194 cm) is the main painting on the altarpiece known as the Prado Altarpiece. There are five small (23 x 35 cm each) predella pictures below the Annunciation, painted on the same panel, depicting the story of the Virgin. The altarpiece, and especially the predella paintings are of extremely high quality thus without any doubts they are the works of Fra Angelico. The central image repeats a design Fra Angelico also used in an Annunciation in Cortona and in another at the head of the stairs to the dormitory of his monastery, San Marco in Florence. The new Renaissance command of architectural perspective accompanies a continuing medieval delight in the lavish use of gilding.The painting comes from the Church of San Domenico in Fiesole, it was sold and taken to Spain in 1611.
./images/713.jpg	ANGELICO, Fra	The Annunciation	Tempera on wood	The Annunciation is the main painting on the altarpiece known as the Prado Altarpiece. The central image repeats a design Fra Angelico also used in an Annunciation in Cortona and in another at the head of the stairs to the dormitory of his monastery, San Marco in Florence. The new Renaissance command of architectural perspective accompanies a continuing medieval delight in the lavish use of gilding.
./images/715.jpg	ANGELICO, Fra	The Annunciation (detail)	Tempera on wood	On the extreme left of the Annunciation scene is a patch of vegetation, where in the distance Adam and Eve are being sent out of Paradise by the angel. The meaning is clear: the coming of Christ as promised by the Annunciation will redeem the sin of the first children.
./images/716.jpg	ANGELICO, Fra	The Annunciation (detail)	Tempera on wood	The picture shows a detail of the predella.
./images/717.jpg	ANGELICO, Fra	The Annunciation (detail)	Tempera on wood	The picture shows a detail of the predella.
./images/718.jpg	ANGELICO, Fra	Linaioli Tabernacle (shutters closed)	Tempera on panel	The Arte de' Linaiuoli, the Guild of Linen Manufacturers, commissioned this altarpiece from Angelico in 1432, for the Residenza of the Guild in the Piazza Sant' Andrea in Florence. The mammoth marble frame, 520 cm high and 270 cm wide, was designed by Ghiberti and executed by three craftsmen in his workshop. It is firmly classical, with round arch, dental cornice, and pediment.On the outside of the doors are two monumental and statuesque figures: St Mark and St Peter. Both stand on flat but irregularly edged rocks. The background is dark and unarticulated: there is no attempt to claim it for the picture space. St Mark's lion crouches behind his right leg. St Peter holds his key and gazes heavenwards.
./images/719.jpg	ANGELICO, Fra	Linaioli Tabernacle (shutters open)	Tempera on panel	The doors of the triptych open to reveal the Virgin and Child Enthroned with St John the Baptist and St Mark. The two saints have the same three-dimensional qualities as their companions on the outside of the triptych. St John the Baptist is shown with his right arm curved round and up across his chest and left shoulder, and the top of his cross pushed back away from the viewer. The right foot is to the fore. The extended hand of St Mark on the Virgin's right draws the eye into the space occupied by the figure.The central panel of The Virgin and Child differs from its predecessors in Angelico's oeuvre in the absence of a circle of space-defining angels. Greater realism is achieved by translating part of the traditional gold background into elaborate golden curtains which frame the Virgin, the outline thus created echoing a pointed arch. She has the same solidity and three-dimensional qualities as the saints in the work. The Child is clothed and stands upright holding His arms out in blessing. He lacks the overtly puerile qualities of many infant Christ's of the Renaissance and as a result appears medieval or Byzantine.
./images/720.jpg	ANGELICO, Fra	Linaioli Tabernacle: St John the Baptist	Tempera on panel	St John the Baptist is depicted on the left wing of the Linaioli tabernacle, while on the right wing St John the Evangelist can be seen. These two figures form part of a work that in 1433 opened the way to a new horizon for early renaissance religious painting.
./images/721.jpg	ANGELICO, Fra	Linaioli Tabernacle: St John the Evangelist	Tempera on panel	St John the Evangelist is depicted on the right wing of the Linaioli tabernacle, while on the left wing St John the Baptist can be seen. These two figures form part of a work that in 1433 opened the way to a new horizon for early Renaissance religious painting.
./images/722.jpg	ANGELICO, Fra	Linaioli Tabernacle (detail)	Tempera on wood	The altarpiece called Linaioli Tabernacle was executed for the Arte dei Linaioli (Guild of Flaxmakers). The central panel depicting the Madonna and the Child is surrounded by a band of 20 cm width which contains 12 angels playing different musical instruments. This band can be seen only when the tabernacle is open. These angels are among the most famous and most popular paintings of Fra Angelico.
./images/723.jpg	ANGELICO, Fra	Linaioli Tabernacle (detail)	Tempera on wood	The altarpiece called Linaioli Tabernacle was executed for the Arte dei Linaioli (Guild of Flaxmakers). The central panel depicting the Madonna and the Child is surrounded by a band of 20 cm width which contains 12 angels playing different musical instruments. This band can be seen only when the tabernacle is open. These angels are among the most famous and most popular paintings of Fra Angelico.
./images/724.jpg	ANGELICO, Fra	St Peter Preaching in the Presence of St Mark	Tempera on panel	This panel is one of the three (at left) forming the predella of the Linaioli Altarpiece.Suggested listening (streaming mp3, 3 minutes):Guillaume Dufay: Aurea luce, hymn for the feast of Sts Peter and Paul
./images/725.jpg	ANGELICO, Fra	Adoration of the Magi	Tempera on panel	This painting is the central part of  the predella of the Linaioli Tabernacle. The main panel of the tabernacle shows the Madonna with the Child, while the three predella pictures the Predicament of St Peter, the Adoration of the Magi and the Martyrdom of St Mark, respectively.
./images/726.jpg	ANGELICO, Fra	The Martyrdom of St Mark	Tempera on panel	This panel is one of the three (at right) forming the predella of the Linaioli Altarpiece.
./images/727.jpg	ANGELICO, Fra	Last Judgment	Tempera on panel	Elevated in the deep azure sky and surrounded by concentric rings of cherubim and angels, Christ sits on a glowing bank of clouds as he judges the world. He is flanked by the interceding figures of John the Baptist and the Virgin. Rows of saints and prophets, identified by their distinctive attributes, varied expressions and brilliantly coloured mantles, sit suspended on clouds in the heavens. A long row of tombs leads to the distant horizon, bisecting the valley below. To the right of Christ, the Blessed kneel in adoration, their faces radiant with the love of God, as angels dance in a circle in the verdant vegetation of Paradise. Golden rays of light stream through the open gates of the City of God and illuminate the white gowns of the Blessed seeking entry. To Christ's left, demons with pitchforks drive the agonized Damned into the mouth of a mountainous Hell. The ghastly torments that await them are portrayed within its flaming circles, where naked sinners, some strangled with snakes, suffer for their transgressions.The abundance of figures (270 in all), nuanced evocation of their emotions, descending perspective of the row of tombs and ascending landscape reveal a mastery of narrative and space that was unprecedented in Angelico's small-scale works.Suggested listening (streaming mp3, 8 minutes):Wolfgang Amadeus Mozart: Requiem K 626: Dies irae
./images/728.jpg	ANGELICO, Fra	Last Judgment (detail)	Tempera on panel	This is the left view of the panel.
./images/730.jpg	ANGELICO, Fra	Last Judgment (detail)	Tempera on panel	This detail is from the right side of the panel.
./images/731.jpg	ANGELICO, Fra	Last Judgment (detail)	Tempera on panel	The large receding rectangle of empty tombs creates the depth in the bottom half of this picture. An empty sarcophagus laid across it in the foreground subtly reduces the emphasis on this axis. Originally forming part of a seat, the complete picture extends to either side to show paradise and hell, but these scenes are thought to be by Angelico's workshop. Beside the empty tombs stand the judged; the saved with radiant heads exit left to paradise; and demons drive the nimbus-less damned to the right, down to hell.In the upper part of the panel Christ sits in jjudgment in a mandorla framed by a border of angels. On his right is the Virgin and on his left St John the Baptist. Beyond them on each side are two tiers of seated apostles and saints. The spatial depth of the terrestrial part of the picture is not maintained in the celestial half, the slight angling of the two banks of saints failing to give heaven the same illusion of depth.
./images/732.jpg	ANGELICO, Fra	Last Judgment (detail)	Tempera on panel	The detail shows the Hell from the right side of the painting.
./images/733.jpg	ANGELICO, Fra	Annunciation	Tempera on wood	The painting is a repetition of the main panel of the Prado Altarpiece in a more refined architectural setting. The altarpiece is the work of Fra Angelico with an intervention of his collaborators only in the predella pictures.
./images/734.jpg	ANGELICO, Fra	Annunciation	Tempera on wood	In a loggia of columns and arches, the angel appears to Mary. Shown in profile, he occupies the larger part of the painting, his richly painted wings extending out through the colonnade, their upper tips marking the centre of the picture. He declaims to the Virgin, 'the Holy Ghost shall come upon thee, and the power of the highest shall overshadow thee' (Luke 1, v. 35). She, demure, with a dove fluttering above her head in a burst of golden light, inclines towards him and responds, 'Behold the handmaid of the Lord; be it unto me according to thy word' (Luke 1, v. 38). Beyond them the picture space extends into the Virgin's chamber, and further, hidden space is hinted at by the bed curtain there which serves also to set off Gabriel's nimbus.Outside the loggia is a delicately painted garden, enclosed by a palisade, symbolic of Mary's virginity. Carved in a roundel above the centre column is a half-length effigy of Isaiah, who had prophesied the birth of a child to a virgin. The pink entablature of the loggia points to the second reference to the Old Testament, in the top left corner, where Adam and Eve are expelled from Paradise.Undoubtedly Angelico's first truly great painting, this Annunciation formed a prototype for a noble line of derivatives.
./images/735.jpg	ANGELICO, Fra	Annunciation (detail)	Tempera on wood	The picture shows the angel of the Annuciation wearing precious garment embroidered with gold.
./images/736.jpg	ANGELICO, Fra	Annunciation (detail)	Tempera on wood	The picture shows the Virgin of the Annuciation wearing precious garment embroidered with gold.
./images/738.jpg	ANGELICO, Fra	Birth of the Virgin	Tempera on wood	In the predella below the Annunciation, near the two farthest edges, two scenes are painted. The first represent the Birth of the Virgin, the other The Virgin Consigns the Habit to St Dominic. There are five central scenes of the life of the Virgin, one after the other without interruption, namely (from the left). Marriage of the Virgin, The Visitation, Adoration of the Magi, Presentation of Jesus at the Temple, Death of the Virgin.This picture shows the scene of the Birth of the Virgin.
./images/739.jpg	ANGELICO, Fra	Marriage of the Virgin	Tempera on wood	In the predella below the Annunciation, near the two farthest edges, two scenes are painted (23 x 14 cm each). The first represent the Birth of the Virgin, the other The Virgin Consigns the Habit to St Dominic. There are five central scenes of the life of the Virgin, one after the other without interruption (23 x 183 cm), namely (from the left). Marriage of the Virgin, The Visitation, Adoration of the Magi, Presentation of Jesus at the Temple, Death of the Virgin.This picture shows the scene of the Marriage of the Virgin.
./images/740.jpg	ANGELICO, Fra	Visitation	Tempera on wood	In the predella below the Annunciation, near the two farthest edges, two scenes are painted (23 x 14 cm each). The first represent the Birth of the Virgin, the other The Virgin Consigns the Habit to St Dominic. There are five central scenes of the life of the Virgin, one after the other without interruption (23 x 183 cm), namely (from the left). Marriage of the Virgin, The Visitation, Adoration of the Magi, Presentation of Jesus at the Temple, Death of the Virgin.This picture shows the scene of the Visitation. The event shown here is described in the Gospel of Luke. Immediately following the Annunciation, Mary 'went into the hill country with haste, into a city of Juda; and entered into the house of Zacharias, and saluted Elisabeth' (Luke 1, v. 39-40). The Virgin and Elisabeth embrace, the straight folds of their gowns showing a simplicity and reserve alien to the curvilinear trecento influences of some ofAngelico's mentors and contemporaries. Elisabeth, six months pregnant with John the Baptist, is given a wider girth than her cousin. Juda is represented by a series of simple, geometric forms, sharply lit but slightly thin and awkward. A woman makes her way up the hill path which lies in shadow below her. Behind her the sky and earth meet in the haze of a Tuscan summer.This is the first identifiable landscape in Italian art. In the middle distance a lake, which no longer exists, spreads out in the Chiana Valley; beyond rises the town of Castigliona Florentino, and further distant the tower of Monterchi.
./images/741.jpg	ANGELICO, Fra	Adoration of the Magi	Tempera on wood	In the predella below the Annunciation, near the two farthest edges, two scenes are painted (23 x 14 cm each). The first represent the Birth of the Virgin, the other The Virgin Consigns the Habit to St Dominic. There are five central scenes of the life of the Virgin, one after the other without interruption (23 x 183 cm), namely (from the left). Marriage of the Virgin, The Visitation, Adoration of the Magi, Presentation of Jesus at the Temple, Death of the Virgin.This picture shows the scene of The Adoration of the Magi.
./images/742.jpg	ANGELICO, Fra	The Presentation of Christ in the Temple	Tempera on wood	In the predella below the Annunciation, near the two farthest edges, two scenes are painted (23 x 14 cm each). The first represent the Birth of the Virgin, the other The Virgin Consigns the Habit to St Dominic. There are five central scenes of the life of the Virgin, one after the other without interruption (23 x 183 cm), namely (from the left). Marriage of the Virgin, The Visitation, Adoration of the Magi, Presentation of Jesus at the Temple, Death of the Virgin.This picture shows the scene of the Presentation of Christ in the Temple. In this scene Joseph, the Virgin, the High Priest and St Anne stand in the foreground, a nave of receding columns extending backwards behind them. Exterior space is hinted at by the doorway to the left, the round window in the apse, the edge of the top light high above the nave and the strong light hitting the foreground from a source outside the picture space.
./images/743.jpg	ANGELICO, Fra	Death of the Virgin	Tempera on wood	In the predella below the Annunciation, near the two farthest edges, two scenes are painted (23 x 14 cm each). The first represent the Birth of the Virgin, the other The Virgin Consigns the Habit to St Dominic. There are five central scenes of the life of the Virgin, one after the other without interruption (23 x 183 cm), namely (from the left). Marriage of the Virgin, The Visitation, Adoration of the Magi, Presentation of Jesus at the Temple, Death of the Virgin.This picture shows the scene of Death of the Virgin.
./images/744.jpg	ANGELICO, Fra	The Virgin Consigns the Habit to St Dominic	Tempera on wood	In the predella below the Annunciation, near the two farthest edges, two scenes are painted (23 x 14 cm each). The first represent the Birth of the Virgin, the other The Virgin Consigns the Habit to St Dominic. There are five central scenes of the life of the Virgin, one after the other without interruption (23 x 183 cm), namely (from the left). Marriage of the Virgin, The Visitation, Adoration of the Magi, Presentation of Jesus at the Temple, Death of the Virgin.This picture shows the scene of The Virgin Consigns the Habit to St Dominic.
./images/745.jpg	ANGELICO, Fra	Cortona Polyptych	Tempera and gold on panel	This polyptych, as shown by the recent restoration work, emerges from the combination of three wood panels of which it is formed, put together with the upper part and the border below. Therefore the three works must have been painted at different times and for different reasons. On the top are represented the Annunciation and the Crucifixion. In the middle of the polyptych there is a Virgin and Child. On the left Sts John the Baptist and John the Evangelist, while on the right Sts Matthew and Mary Magdalen are represented. On the predella episodes from the life of St Dominic, and other images of saints and angels are represented.Art critics tend to date the older wood painting, the one with the Virgin, to 1434 and the complete work to 1437.The triptych was placed on a lateral altar in the church of St Dominic in Cortona. At the beginning of the Second World War it was immured in the belfry where the wood suffered much damage due to humidity and temperatures. It was necessary to detach the painted surface and transfer it to a new base. It has been restored after many succeeding interventions. Unfortunately, it has lost its original solidity and need continuous reexamination.
./images/746.jpg	ANGELICO, Fra	Cortona Polyptych (central panel)	Tempera and gold on panel	This Madonna with the Child and Angels is the central part of the altarpiece called Cortona Triptych. On the left panel St John the Evangelist and St John the Baptist, on the right panel St Mark and St Mary Magdalen are depicted. The ten predella pictures show episodes of the life of Saint Dominic and standing figures of saints. The altarpiece was damaged during the second World War and restored in 1946-50.
./images/747.jpg	ANGELICO, Fra	Cortona Polyptych (detail)	Tempera and gold on panel	The peak of the central panel is occupied by a scene depicting the crucified Christ with the Virgin and St John the Evangelist.
./images/748.jpg	ANGELICO, Fra	Cortona Polyptych (detail)	Tempera and gold on panel	At the top of the side panels two tondos represent the Annunciation. This picture shows the angel of the Annunciation.
./images/749.jpg	ANGELICO, Fra	Cortona Polyptych (detail)	Tempera and gold on panel	At the top of the side panels two tondos represent the Annunciation. This picture shows the Virgin of the Annunciation.
./images/750.jpg	ANGELICO, Fra	Cortona Polyptych (detail)	Tempera and gold on panel	The detail shows the head of St Matthew from the right panel.
./images/751.jpg	ANGELICO, Fra	Cortona Polyptych (detail)	Tempera and gold on panel	The detail shows the head of Mary Magdalene from the right panel.
./images/753.jpg	ANGELICO, Fra	Virgin with Child and Four Saints (detail of the predella)	Tempera and gold on panel	On the predella, beautifully painted in miniature, episodes from the life of St Dominic, and other images of saints and angels are represented.The predella starts from the left with St Peter Martyr, followed by the scenes of Innocent III's dream of St Dominic holding up the falling church, the meeting of St Dominic and St Francis, then St Dominic receives the book and the stick by the Apostles Peter and Paul.
./images/754.jpg	ANGELICO, Fra	Virgin with Child and Four Saints (detail of the predella)	Tempera and gold on panel	On the predella, beautifully painted in miniature, episodes from the life of St Dominic, and other images of saints and angels are represented.In the centre the predella continues with a representation of St Michael Archangel, then the scenes healing of Napoleone Orsini, dispute of St Dominic and a representation of St Vincent.
./images/755.jpg	ANGELICO, Fra	Virgin with Child and Four Saints (detail of the predella)	Tempera and gold on panel	On the predella, beautifully painted in miniature, episodes from the life of St Dominic, and other images of saints and angels are represented.On the right side of the predella we can see the scenes of the angels serve dinner to the friars, the death of St Dominic, and, finally a representation of St Thomas Aquinas.
./images/756.jpg	ANGELICO, Fra	Perugia Altarpiece (in modern frame)	Tempera and gold on panel	The picture shows the Perugia Altarpiece in a modern, early twentieth-century frame. The left and centre predella panels are copies of originals now in the Pinacoteca, Vatican.The altarpiece is one of Angelico's most beautiful paintings. Until recently it was believed that its patron was Benedetto Guidalotti (1388-1429), archbishop of Recanati. New research, however, indicates instead that his sister Elisabetta (died 1460) may have been responsible for the project. Prominently located in the transept of San Domenico, the triptych conveyed the devotion of the Guidalotti to the Virgin and the saints worshipped in the church. The diverse saints on the pilasters, almost all bearing books, reflect the commitment to scholarship by the Order that shared by the Guidalotti.The triptych was completely dismembered nearly two centuries ago, when its frame was destroyed, the panels cut apart and the predella dispersed.
./images/757.jpg	ANGELICO, Fra	Perugia Altarpiece	Tempera and gold on panel	The picture shows the Perugia polyptych, without the complete predella.
./images/758.jpg	ANGELICO, Fra	Perugia Altarpiece (central panel)	Tempera and gold on panel	This panel, representing the Virgin and Child Enthroned with Four Angels, was at the centre of a polyptych painted for the St Nicholas chapel in the church of San Domenico at Perugia. The side panels represent St Dominic and St Nicholas of Bari, as well as St John the Baptist and St Catherine of Alexandria. The work is now displayed without its original frame, and the area which this covered can easily be seen along the upper edge of the panel. Compared with the Linaiuoli altarpiece, this Virgin is less monumental and the Child altogether more sinuous and fleshy. Angelico returns to the circle of angels to create an additional sense of depth, but here the two who would have stood forward of the throne have been replaced by three vases of flowers. The Virgin's throne is a solid classical affair with round arch and pilasters, topped with a swagged frieze. The background of the panel is still gold and abstract.
./images/759.jpg	ANGELICO, Fra	Perugia Altarpiece (left panel)	Tempera and gold on panel	St Dominic and St Nicholas of Bari stand to the Virgin's right. They lack the sculptural monumentality of the saints in the Linaiuoli altarpiece, are lit in a softer and more diffuse manner, and are not made to stand in a darkened niche. Here, for the first time Angelico breaks away from the convention of the abstract, all-surrounding gold, and places the figures in front of a long table, whose end can be seen behind St Nicholas of Bari who has placed his mitre on it. This is not, however, so great a departure from convention as might be implied, as the table is covered with a golden cloth and beyond it is the usual gold background.The two figures stand at the very front of the space created, St Dominic's foot and St Nicholas's vestments touching the edge of the step. St Nicholas wears his bishop's cope and supports his crook, while at his feet are three full leather bags. These refer to the most popular legend concerning this fourth-century churchman. He reputedly tossed bags of gold through the open window of a house, providing the three women who lived within with dowries and thus saving them from turning to prostitution. The event is shown, with two other scenes from the saint's life, in one of the predella panels from the altarpiece.
./images/760.jpg	ANGELICO, Fra	Perugia Altarpiece (right panel)	Tempera and gold on panel	St John the Baptist and St Catherine of Alexandria stand at the edge of the step and, like their companion saints in the altarpiece, have a table running behind them. St John's cross is tucked nonchalantly behind his halo and the base of it sticks right forward, but neither this nor his foreshortened hand recreate the impression of three-dimensionality with which he was rendered in the Linaiuoli altarpiece. He holds a scroll with a quotation from his own words, 'Behold the Lamb of God, which taketh away the sin of the world', (John 1, v. 29). St Catherine has fewer sculptural qualities still. Beside her is a broken wheel from the diabolical machine on which she was tested. Some critics see the hand of assistants, rather than primarily that of the master, in these two figures.
./images/761.jpg	ANGELICO, Fra	The Story of St Nicholas	Tempera and gold on panel	The large altarpiece, called Perugia Triptych and executed for the Cappella di San NiccolÃ² of the church San Domenico at Perugia, contained three main panels, a predella with three pictures, and two decorated side pilasters. It was dismembered in later centeries. The majority of the parts are in the Galleria Nazionale dell'Umbria at Perugia, while two of the predella paintings are in the Vatican.The central part of the triptych represents the Madonna with the Child and Angels, while on the side parts four saints are shown. The predella depicts the story of St Nicholas.The first predella painting (this picture) shows the birth of St Nicholas (on the left), The Vocation of St Nicholas (in the center) and the Giving Dowry to Three Poor Girls (on the right).This scene refers to the most popular legend concerning this fourth-century churchman. He reputedly tossed bags of gold through the open window of a house, providing the three women who lived within with dowries and thus saving them from turning to prostitution. The event is shown, with two other scenes from the saint's life, in one of the predella panels from the altarpiece.
./images/762.jpg	ANGELICO, Fra	Story of St Nicholas: Birth of St Nicholas (detail)	Tempera and gold on panel	Detail of the first predella painting on the Perugia Triptych. The predella depicts the story of St Nicholas.
./images/763.jpg	ANGELICO, Fra	The Story of St Nicholas: Giving Dowry to Three Poor Girls	Tempera and gold on panel	Detail of the first predella painting on the Perugia Triptych. The predella depicts the story of St Nicholas.
./images/764.jpg	ANGELICO, Fra	The Story of St Nicholas: St Nicholas saves the ship	Tempera and gold on panel	The second predella painting shows the meeting of St Nicholas with the messanger of the Emperor (on the left) and the miraculous saving of a ship (on the right).
./images/765.jpg	ANGELICO, Fra	The Story of St Nicholas: St Nicholas saves the ship (detail)	Tempera and gold on panel	Detail of the second predella paintings on the Perugia Triptych, depicting the filling grain sacks at Bari, where a ship waits to export it. The predella depicts the story of St Nicholas.The second predella painting shows the meeting of St Nicholas with the messanger of the Emperor (on the left) and the miraculous saving of a ship (on the right).
./images/766.jpg	ANGELICO, Fra	The Story of St Nicholas: St Nicholas saves the ship (detail)	Tempera and gold on panel	Detail of the second predella paintings on the Perugia Triptych, depicting the filling grain sacks at Bari, where a ship waits to export it. The predella depicts the story of St Nicholas.The second predella painting shows the meeting of St Nicholas with the messanger of the Emperor (on the left) and the miraculous saving of a ship (on the right).
./images/767.jpg	ANGELICO, Fra	The Story of St Nicholas	Tempera and gold on panel	The three paintings on the predella of the Perugia Triptych depict the story of St Nicholas.The third predella painting shows the liberation by St Nicholas of three innocents condamned (on the left) and the death of the Saint (on the right).On the right side of this panel the starkness of a lightly articulated wall forces attention on the dying saint.
./images/768.jpg	ANGELICO, Fra	The Story of St Nicholas: The Liberation of Three Innocents	Tempera and gold on panel	The three paintings on the predella of the Perugia Triptych depict the story of St Nicholas.The left part of the third predella painting shows the liberation by St Nicholas of three innocents condamned.
./images/769.jpg	ANGELICO, Fra	The Story of St Nicholas: The Death of the Saint	Tempera and gold on panel	The three paintings on the predella of the Perugia Triptych depict the story of St Nicholas.The right part of the third predella painting shows the death of the Saint. The starkness of a lightly articulated wall forces attention on the dying saint.
./images/770.jpg	ANGELICO, Fra	San Marco Altarpiece	Tempera on wood	This is the main painting of the altarpiece, called San Marco Altarpiece. It represents the Virgin and Child Enthroned with Angels and Saints, it was executed for the main altar of the church belonging to the Convent of San Marco and dedicated to the two medical saints, Cosmas and Damian.The altarpiece, one of the most grandiose of the Quattrocento altars,  was executed after the decision of Cosimo de' Medici in 1438 to transfer to Cortona the triptych which served as main altar of the convent church. It depicts, in the front, the kneeling Sts Cosmas and Damian, then in the second row, from the left: Sts Lawrence, John the Evangelist, Mark, Dominic, Francis and Peter the Martyr. It is assumed that the figure of St Cosmas is the likeness of Cosimo de' Medici. In the lower center a Crucifixion with golden background can be seen.
./images/772.jpg	ANGELICO, Fra	The Healing of Palladia by Saint Cosmas and Saint Damian	Tempera and gold on panel	The predella of the San Marco Altarpiece contained scenes from the lives of Sts Cosmas and Damian. According to the reconstruction, the predella consisted of seven frontal and two lateral panels. The narratives that extended continuously across the foot of the altarpiece were conceived with great imagination as well as geometric rigour.On this picture, which was placed on the left lateral side of the predella, two consecutive episodes are shown. On the left the two Arab physicians effect a miraculous cure; on the right Saint Damian, contrary to his vows, unwillingly accepts a gift.
./images/773.jpg	ANGELICO, Fra	Saint Cosmas and Saint Damian before Lisius	Tempera on wood	This picture is the first from the left on the predella.
./images/774.jpg	ANGELICO, Fra	Saint Cosmas and Saint Damian Salvaged	Tempera and gold on panel	This picture is the second from the left on the predella.In this scene the saints' prayer to God, the judge's attack by demons and their salvation by angels are represented in varied scale throughout the landscape to connote different moments in time. The undulating forms of the landscape recede and flatten as they approach the horizon, itself dissolved in the mist of atmospheric perspective. The figures are more intensely characterized through their varied ages, garments, postures and expressions.
./images/775.jpg	ANGELICO, Fra	Saint Cosmas and Saint Damian Condamned	Tempera on wood	This picture is the third from the left on the predella.
